"Data Source","World Development Indicators",

"Last Updated Date","2019-10-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Antigua and Barbuda","ATG","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.2089996337891","56.2130012512207","55.7690010070801","56.9449996948242","58.2799987792969","58.2459983825684","58.007999420166","58.351001739502","58.6599998474121","59.3790016174316","59.2610015869141","59.5540008544922","60.0069999694824","60.201000213623","61.2910003662109","61.7849998474121","62.4770011901855","62.8380012512207","61.8860015869141","62.1180000305176","62.2220001220703","61.8409996032715","61.3240013122559","60.8230018615723","61.1030006408691","61.1829986572266","61.4949989318848","61.5260009765625",
"Austria","AUT","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2490005493164","54.8440017700195","54.7080001831055","56.4669990539551","56.4850006103516","55.4410018920898","55.1990013122559","55.2540016174316","55.8730010986328","55.7719993591309","55.6300010681152","55.9830017089844","55.9459991455078","53.4970016479492","54.8349990844727","55.4280014038086","56.4970016479492","57.1920013427734","56.7970008850098","57.068000793457","57.2809982299805","57.3629989624023","57.2109985351563","56.7799987792969","56.6609992980957","56.7929992675781","57.0390014648438","57.3440017700195",
"Azerbaijan","AZE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.023998260498","60.3709983825684","59.648998260498","59.3190002441406","59.2270011901855","58.6710014343262","57.9049987792969","57.0849990844727","56.3409996032715","55.681999206543","56.1269989013672","56.5919990539551","56.9910011291504","57.7519989013672","58.226001739502","58.7220001220703","58.9049987792969","59.4039993286133","59.8349990844727","60.1679992675781","60.523998260498","60.9379997253418","61.3390007019043","61.8580017089844","62.2649993896484","62.935001373291","63.2369995117188","62.8720016479492",
"Burundi","BDI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.7590026855469","88.2419967651367","87.5599975585938","86.6869964599609","85.8929977416992","85.1969985961914","84.2559967041016","83.4039993286133","82.6729965209961","81.9079971313477","81.3789978027344","80.7910003662109","80.3320007324219","79.8880004882813","79.5469970703125","79.2580032348633","79","78.6449966430664","78.1890029907227","77.8960037231445","77.6009979248047","77.359001159668","77.1240005493164","76.9369964599609","77.2279968261719","77.5120010375977","77.8040008544922","77.8249969482422",
"Belgium","BEL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.693000793457","46.0789985656738","45.5019989013672","45.2849998474121","45.6920013427734","45.5499992370605","45.8969993591309","45.9620018005371","47.3610000610352","48.7620010375977","47.5880012512207","47.4210014343262","47.132999420166","47.9500007629395","48.6829986572266","48.632999420166","49.5779991149902","49.8610000610352","49.1619987487793","49.4930000305176","49.2830009460449","49.1310005187988","48.9860000610352","48.9860000610352","48.9119987487793","49.0639991760254","49.5950012207031","49.9049987792969",
"Benin","BEN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.3759994506836","71.3889999389648","71.4449996948242","71.6959991455078","71.7839965820313","71.7959976196289","71.8099975585938","71.7819976806641","71.734001159668","71.6269989013672","71.5189971923828","71.3239974975586","71.3560028076172","71.3359985351563","71.2730026245117","71.193000793457","71.0930023193359","70.8830032348633","70.5640029907227","70.3059997558594","68.9889984130859","68.9589996337891","69.0309982299805","69.1520004272461","69.265998840332","69.3539962768555","69.5800018310547","69.6999969482422",
"Burkina Faso","BFA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.1220016479492","80.6350021362305","79.9690017700195","79.411003112793","78.8539962768555","78.2580032348633","77.7190017700195","77.1019973754883","76.3860015869141","75.640998840332","74.8870010375977","74.1910018920898","73.5199966430664","72.3610000610352","71.1869964599609","70.6750030517578","70.2969970703125","69.3779983520508","68.0619964599609","66.9240036010742","65.8440017700195","64.6380004882813","63.4300003051758","62.3639984130859","62.2519989013672","62.5060005187988","62.7599983215332","62.5979995727539",
"Bangladesh","BGD","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.4129981994629","55.4029998779297","55.3800010681152","55.4220008850098","55.507999420166","55.4879989624023","55.4220008850098","55.3969993591309","55.3079986572266","55.2630004882813","55.1020011901855","54.8800010681152","54.6910018920898","54.7099990844727","54.7400016784668","55.0060005187988","54.8139991760254","54.548999786377","53.943000793457","54.7869987487793","54.5349998474121","54.2999992370605","54.0449981689453","54.0180015563965","53.9819984436035","53.9799995422363","56.1399993896484","56.1940002441406",
"Bulgaria","BGR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.810001373291","50.6380004882813","49.4269981384277","48.3129997253418","47.5859985351563","46.673999786377","45.7540016174316","45.693000793457","43.8110008239746","41.7900009155273","41.3580017089844","41.9000015258789","43.3730010986328","44.9259986877441","45.298999786377","47.640998840332","50.0940017700195","52.0369987487793","50.6259994506836","47.9179992675781","46.6180000305176","46.5610008239746","46.8919982910156","47.9640007019043","49.2270011901855","49.4059982299805","52.0400009155273","52.4389991760254",
"Bahrain","BHR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.8880004882813","63.9420013427734","64.1149978637695","64.4449996948242","64.8010025024414","64.5449981689453","64.3560028076172","64.3639984130859","64.5999984741211","65.0950012207031","65.1780014038086","65.4339981079102","66.052001953125","66.9349975585938","67.9369964599609","68.4189987182617","69.1360015869141","69.963996887207","70.6620025634766","71.4039993286133","70.6029968261719","70.6380004882813","70.6490020751953","70.7519989013672","70.870002746582","71.1660003662109","71.7350006103516","72.1389999389648",
"Bahamas, The","BHS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.951000213623","62.7140007019043","64.9150009155273","64.6490020751953","66.9940032958984","66.5250015258789","67.7320022583008","69.2490005493164","69.3539962768555","69.5009994506836","69.8170013427734","68.2819976806641","66.9329986572266","67.3899993896484","67.3899993896484","69.4160003662109","69.1920013427734","68.9459991455078","64.3399963378906","64.1620025634766","64.0780029296875","64.431999206543","62.7690010070801","64.4879989624023","65.7220001220703","65.1129989624023","65.3040008544922","65.7200012207031",
"Bosnia and Herzegovina","BIH","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.7519989013672","42.0699996948242","41.1809997558594","40.4080009460449","39.6660003662109","39.1279983520508","38.4930000305176","37.9640007019043","37.0289993286133","36.4669990539551","35.8600006103516","35.189998626709","34.6730003356934","34.1710014343262","33.9690017700195","33.5449981689453","34.4850006103516","37.1129989624023","36.7060012817383","35.0270004272461","34.7200012207031","34.2939987182617","34.318000793457","34.0320014953613","33.8160018920898","34.8479995727539","37.3089981079102","37.0559997558594",
"Belarus","BLR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1570014953613","57.4770011901855","54.1389999389648","51.5550003051758","48.6710014343262","44.6110000610352","48.7760009765625","50.5270004272461","51.2299995422363","52.015998840332","52.6559982299805","53.1949996948242","53.9490013122559","54.8170013427734","55.6570014953613","56.5559997558594","57.4609985351563","58.3079986572266","58.7709999084473","59.2000007629395","59.5060005187988","59.814998626709","60.1259994506836","60.3470001220703","60.4729995727539","60.5099983215332","60.3610000610352","60.0460014343262",
"Belize","BLZ","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8359985351563","53.0330009460449","52.9339981079102","52.0550003051758","51.4150009155273","50.8720016479492","51.931999206543","51.375","52.7239990234375","54.625","56.0410003662109","55.9739990234375","56.2249984741211","56.5660018920898","56.992000579834","58.625","59.814998626709","60.6189994812012","59.8950004577637","59.3950004577637","59.3110008239746","58.935001373291","60.0340003967285","59.4440002441406","59.8079986572266","61.5120010375977","60.9249992370605","60.8639984130859",
"Bermuda","BMU","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.8330001831055","66.870002746582","66.9140014648438","67.0790023803711","67.3470001220703","67.5830001831055","67.8860015869141","68.0449981689453","67.9690017700195","68","68.3889999389648","68.7839965820313","69.1709976196289","69.6070022583008","70.1419982910156","70.713996887207","69.7570037841797","70.193000793457","69.9970016479492","70.1210021972656","70.2249984741211","67.5009994506836","67.6460037231445","69.859001159668","64.9899978637695","68.4520034790039","65.693000793457","65.6800003051758",
"Brazil","BRA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.6139984130859","58.8339996337891","59.3979988098145","59.6720008850098","59.7859992980957","57.9700012207031","58.0130004882813","57.3940010070801","57.4109992980957","57.8139991760254","58.1980018615723","58.9819984436035","58.5900001525879","59.7929992675781","60.0550003051758","60.3040008544922","60.2299995422363","60.8699989318848","60.2949981689453","59.7849998474121","59.2439994812012","59.7220001220703","59.742000579834","59.6839981079102","58.6910018920898","56.423999786377","55.8779983520508","55.923999786377",
"Barbados","BRB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.4160003662109","52.75","52.1339988708496","53.601001739502","56.4710006713867","59.2939987182617","59.3120002746582","60.6870002746582","61.7330017089844","62.3979988098145","62.0870018005371","61.8079986572266","61.3899993896484","62.9529991149902","63.2029991149902","63.2639999389648","63.9550018310547","63.2019996643066","61.601001739502","60.7360000610352","60.2680015563965","59.0009994506836","59.5950012207031","57.3079986572266","58.2159996032715","59.8600006103516","59.6829986572266","59.2690010070801",
"Brunei Darussalam","BRN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.1110000610352","62.1689987182617","62.242000579834","62.4879989624023","62.7910003662109","62.9169998168945","63.1189994812012","63.4290008544922","63.75","64.1600036621094","63.9140014648438","63.4770011901855","63.2060012817383","63.1189994812012","63.1520004272461","62.9570007324219","62.8040008544922","62.6240005493164","62.1150016784668","61.9939994812012","61.931999206543","61.7210006713867","61.4879989624023","61.3680000305176","60.681999206543","59.984001159668","59.3040008544922","59.1370010375977",
"Bhutan","BTN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.0299987792969","65.6729965209961","65.254997253418","64.9209976196289","64.5220031738281","64.5329971313477","64.5400009155273","64.6709976196289","64.8929977416992","65.0309982299805","65.620002746582","66.4680023193359","67.3840026855469","67.7600021362305","68.109001159668","68.5110015869141","68.4739990234375","68.9520034790039","68.8639984130859","67.5080032348633","65.7799987792969","64.2160034179688","64.2009963989258","62.6920013427734","64.9739990234375","65.1490020751953","65.3450012207031","65.495002746582",
"Botswana","BWA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.4010009765625","51.1790008544922","49.5550003051758","47.9939994812012","47.9070014953613","47.742000579834","47.6529998779297","48.1539993286133","48.5719985961914","49.5919990539551","48.5919990539551","47.5970001220703","46.6279983520508","48.5410003662109","50.3050003051758","52.2220001220703","52.8629989624023","53.2050018310547","52.9599990844727","49.507999420166","53.0750007629395","55.9560012817383","58.2360000610352","58.4249992370605","58.8050003051758","58.9379997253418","59.3019981384277","59.3209991455078",
"Central African Republic","CAF","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.0830001831055","68.0090026855469","67.7710037231445","67.6399993896484","67.6279983520508","67.3529968261719","67.2160034179688","67.2669982910156","67.1169967651367","67.1159973144531","67.0780029296875","66.9800033569336","66.9580001831055","66.9990005493164","67.1839981079102","67.4850006103516","67.7600021362305","67.9329986572266","67.5759963989258","67.4990005493164","67.4869995117188","67.5270004272461","67.6780014038086","67.5459976196289","67.4649963378906","67.4459991455078","67.4779968261719","67.4300003051758",
"Canada","CAN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.4189987182617","58.0299987792969","57.5960006713867","58.048999786377","58.2960014343262","58.0439987182617","58.5559997558594","59.3250007629395","60.1419982910156","60.8129997253418","60.6529998779297","61.2430000305176","61.9799995422363","62.1879997253418","62.1599998474121","62.3650016784668","62.9990005493164","63.0849990844727","61.1809997558594","61.2179985046387","61.3870010375977","61.3759994506836","61.4879989624023","61.1590003967285","61.0149993896484","60.8139991760254","61.306999206543","61.3699989318848",
"Central Europe and the Baltics","CEB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.1858666089834","55.8160794246286","54.4409468328248","53.6571473699006","53.2832297633947","52.8217447875714","52.8838662222242","52.6024641862076","51.4710872145464","50.2008481579039","49.643130849201","47.9457141880643","47.9426892521726","47.7692695180914","48.1307116695075","49.2328233224673","50.4785303898098","51.3695285853138","50.4441365140556","50.018002533314","49.9113428428313","50.1639610511319","50.2528722570456","51.2843446841829","51.9892612585615","52.7632832099004","54.0459341776941","54.3660141500149",
"Switzerland","CHE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.1790008544922","66.3410034179688","65.6630020141602","64.6800003051758","64.8300018310547","65.0490036010742","64.556999206543","65.4599990844727","65.7480010986328","65.5879974365234","66.0719985961914","65.7300033569336","65.0110015869141","64.3600006103516","64.036003112793","64.7030029296875","65.2350006103516","65.9449996948242","65.4570007324219","63.7280006408691","64.4810028076172","64.495002746582","64.3529968261719","64.6829986572266","64.9369964599609","65.1920013427734","65.0940017700195","64.9280014038086",
"Channel Islands","CHI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4589996337891","53.4830017089844","53.4980010986328","53.7589988708496","53.7900009155273","53.773998260498","53.9480018615723","54.2910003662109","54.5950012207031","54.7319984436035","54.7630004882813","54.8359985351563","54.7970008850098","54.6590003967285","54.8709983825684","55.0009994506836","55.0460014343262","54.8889999389648","54.2770004272461","54.0550003051758","53.523998260498","53.3219985961914","53.2220001220703","53.382999420166","53.4720001220703","53.4770011901855","53.4529991149902","53.2360000610352",
"Chile","CHL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.431999206543","53.3819999694824","53.5719985961914","52.9910011291504","54.0019989013672","52.7540016174316","53.1790008544922","53.189998626709","50.8919982910156","50.7060012817383","50.076000213623","49.8359985351563","50.5870018005371","51.0509986877441","52.0870018005371","52.9690017700195","53.9449996948242","54.8079986572266","53.484001159668","55.6389999389648","57.4179992675781","57.7750015258789","58.1370010375977","58.0519981384277","58.2130012512207","57.9529991149902","58.0270004272461","57.9210014343262",
"China","CHN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.1500015258789","77.0869979858398","76.7900009155273","76.5449981689453","76.3290023803711","76.0650024414063","75.7529983520508","75.4690017700195","75.0550003051758","74.6689987182617","73.5849990844727","72.5080032348633","71.4089965820313","70.7330017089844","70.0770034790039","69.5839996337891","69.1920013427734","68.572998046875","68.0930023193359","67.7789993286133","67.5999984741211","67.3710021972656","67.1750030517578","66.9530029296875","66.6790008544922","66.4209976196289","66.1640014648438","65.6839981079102",
"Cote d'Ivoire","CIV","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.7229995727539","62.5270004272461","62.8839988708496","63.3979988098145","63.8919982910156","63.7130012512207","63.7109985351563","63.6380004882813","62.9949989318848","62.4570007324219","61.8740005493164","61.1769981384277","60.6860008239746","60.1220016479492","59.6279983520508","59.1459999084473","58.7519989013672","58.2309989929199","57.1839981079102","56.5149993896484","55.6710014343262","55.1949996948242","56.4300003051758","56.2610015869141","56.0779991149902","55.8769989013672","55.9210014343262","55.8779983520508",
"Cameroon","CMR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.7350006103516","76.5849990844727","76.3430023193359","76.1480026245117","75.9720001220703","75.8629989624023","75.7770004272461","75.6709976196289","75.4749984741211","75.7789993286133","75.8249969482422","76.2710037231445","76.7969970703125","77.5230026245117","78.0749969482422","78.6910018920898","79.2009963989258","77.4059982299805","75.0849990844727","72.8150024414063","72.9990005493164","73.2060012817383","73.3679962158203","73.5920028686523","73.629997253418","73.7200012207031","73.8249969482422","73.6989974975586",
"Congo, Dem. Rep.","COD","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.379997253418","69.6060028076172","69.5120010375977","69.359001159668","69.3570022583008","69.7460021972656","69.8369979858398","69.8420028686523","69.4000015258789","69.463996887207","69.4879989624023","69.4619979858398","69.4649963378906","69.5240020751953","69.5559997558594","68.5289993286133","67.4629974365234","66.3040008544922","64.9219970703125","63.6790008544922","62.3699989318848","61.1529998779297","61.1660003662109","61.2980003356934","61.25","61.1619987487793","61.2360000610352","60.9729995727539",
"Congo, Rep.","COG","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8569984436035","53.7159996032715","53.6710014343262","54.7700004577637","54.0099983215332","54.0050010681152","53.7849998474121","53.7480010986328","54.1549987792969","54.2459983825684","54.423999786377","54.1839981079102","54.4410018920898","54.6650009155273","55.0639991760254","56.25","57.6829986572266","58.0579986572266","58.1879997253418","59.6349983215332","61.2599983215332","62.6710014343262","62.6510009765625","62.898998260498","62.7109985351563","62.7169990539551","62.2939987182617","62.048999786377",
"Colombia","COL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.3230018615723","60.9959983825684","62.1500015258789","62.0989990234375","62.0309982299805","60.0270004272461","60.007999420166","58.1230010986328","54.4749984741211","54.4020004272461","58.2750015258789","57.890998840332","59.3919982910156","58.5250015258789","59.1749992370605","58.6020011901855","57.9770011901855","58.3370018005371","60.1440010070801","61.6339988708496","62.8359985351563","63.9309997558594","64.0859985351563","64.4660034179688","64.9469985961914","64.2990036010742","63.8110008239746","63.6290016174316",
"Comoros","COM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.0050010681152","39.9519996643066","39.8839988708496","40.0460014343262","39.9529991149902","39.9230003356934","39.882999420166","39.9020004272461","39.8199996948242","39.7369995117188","39.7439994812012","39.7309989929199","39.7799987792969","39.882999420166","39.9949989318848","40.201000213623","40.4519996643066","40.6749992370605","40.6619987487793","40.8199996948242","40.976001739502","41.1689987182617","41.3639984130859","41.5919990539551","41.8380012512207","42.068000793457","42.3040008544922","42.4449996948242",
"Cabo Verde","CPV","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6059989929199","55.8709983825684","55.9630012512207","56.2410011291504","56.3190002441406","56.4339981079102","56.4830017089844","56.3499984741211","56.2220001220703","56.1609992980957","56.2569999694824","56.3160018920898","56.3339996337891","56.7400016784668","56.9860000610352","57.5470008850098","58.5349998474121","59.0660018920898","59.0250015258789","59.367000579834","59.5359992980957","59.4809989929199","59.4819984436035","59.8800010681152","60.0820007324219","60.1720008850098","60.4230003356934","60.6180000305176",
